episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
376,1500.0,753,228949,0.1,0.12404880718268613,2084.2853062500362,True,False
377,1500.0,807,229756,0.1,0.13411262116883652,2091.3329512500204,True,False
378,950.0,564,230320,0.1,0.12966349590173426,2096.0267706250306,True,False
379,460.0,516,230836,0.1,0.1430139546535274,2100.349697291036,True,False
380,1220.0,805,231641,0.1,0.14531465888542322,2107.0735798749956,True,False
381,710.0,662,232303,0.1,0.1454165934274594,2113.1384311660076,True,False
382,410.0,468,232771,0.1,0.12045619319965187,2117.356581500033,True,False
383,860.0,570,233341,0.1,0.12403151613067497,2122.3210030409973,True,False
384,960.0,769,234110,0.1,0.1448049447790254,2129.062589375011,True,False
385,640.0,521,234631,0.1,0.15010322366769496,2133.633123415988,True,False
386,440.0,524,235155,0.1,0.12885506908970934,2138.131800000032,True,False
387,370.0,374,235529,0.1,0.14054958183476898,2141.428783375013,True,False
388,1510.0,819,236348,0.1,0.15744110229538708,2148.465515208023,True,False
389,470.0,607,236955,0.1,0.12305487379036992,2153.7125426250277,True,False
390,630.0,617,237572,0.1,0.13924783355286044,2158.835966625018,True,False
391,950.0,667,238239,0.1,0.1415174230820982,2164.7549982499913,True,False
392,490.0,457,238696,0.1,0.1328221353661755,2168.618316832988,True,False
393,1500.0,970,239666,0.1,0.12566224946678917,2177.2631020410336,True,False
394,660.0,540,240206,0.1,0.1029278720970507,2182.105146582995,True,False
395,470.0,388,240594,0.1,0.1316472694047333,2185.554702249996,True,False
396,620.0,438,241032,0.1,0.13118739370256663,2189.2878592080087,True,False
397,440.0,463,241495,0.1,0.12750329077243805,2193.4256926249946,True,False
398,950.0,602,242097,0.1,0.1207095505361328,2198.657479791029,True,False
399,1010.0,727,242824,0.1,0.11782996460877276,2205.2819225830026,True,False
400,560.0,556,243380,0.1,0.1073421514559564,2210.003701666021,True,False
401,660.0,518,243898,0.1,0.12249003207787525,2215.791796458012,True,False
402,1270.0,1094,244992,0.1,0.12672424853446274,2225.3177095830324,True,False
403,330.0,497,245489,0.1,0.14728439025460713,2229.3184158750228,True,False
404,850.0,748,246237,0.1,0.13331608963323469,2235.742341040983,True,False
405,790.0,652,246889,0.1,0.10820622230234321,2241.386738791014,True,False
406,1320.0,692,247581,0.1,0.11423782041737798,2247.2626125829993,True,False
407,1190.0,673,248254,0.1,0.12129251430520699,2253.12291145802,True,False
408,1690.0,892,249146,0.1,0.13456440988443624,2260.805371666036,True,False
409,250.0,372,249518,0.1,0.11566457759228445,2264.0857082500006,True,False
410,1210.0,715,250233,0.1,0.12000170522811693,2270.4460725410026,True,False
411,500.0,400,250633,0.1,0.1158922472037375,2273.7958135409863,True,False
412,730.0,611,251244,0.1,0.1166460219454142,2279.0572702080244,True,False
413,1510.0,726,251970,0.1,0.13668818580429198,2285.282882166037,True,False
414,320.0,524,252494,0.1,0.12679730846283546,2289.720143957995,True,False
415,720.0,587,253081,0.1,0.10420646974626853,2294.954722625029,True,False
416,670.0,557,253638,0.1,0.09700052563449461,2299.83446945803,True,False
417,680.0,610,254248,0.1,0.10699543647857662,2305.162691791018,True,False
418,380.0,434,254682,0.1,0.12046951338372848,2308.982669416,True,False
419,630.0,623,255305,0.1,0.12493388459850581,2314.266223707993,True,False
420,940.0,594,255899,0.1,0.10979229518891992,2319.358063750027,True,False
421,420.0,515,256414,0.1,0.09804100855145344,2323.8671392910182,True,False
422,460.0,504,256918,0.1,0.10118686444761735,2328.2560643749894,True,False
423,460.0,466,257384,0.1,0.12489551452235279,2332.5845194580033,True,False
424,600.0,635,258019,0.1,0.12180809335948169,2338.0438821660355,True,False
425,1760.0,791,258810,0.1,0.1274648623616256,2344.9487038329826,True,False
426,390.0,385,259195,0.1,0.12566223344765604,2350.077548208006,True,False
427,870.0,580,259775,0.1,0.13095331457925255,2354.9954539160244,True,False
428,1250.0,884,260659,0.1,0.10773757846006171,2362.7248947080225,True,False
429,830.0,561,261220,0.1,0.1321815026276712,2367.6978510000044,True,False
430,630.0,548,261768,0.1,0.12057631513117438,2372.5202262080275,True,False
431,950.0,595,262363,0.1,0.13325961724527785,2377.9140588750015,True,False
432,330.0,390,262753,0.1,0.13362124623084554,2381.383454750001,True,False
433,670.0,552,263305,0.1,0.15175828834374747,2386.217410708021,True,False
434,1000.0,738,264043,0.1,0.10475974370037085,2393.058604040998,True,False
435,930.0,654,264697,0.1,0.1376788066245797,2398.7272262080223,True,False
436,1270.0,856,265553,0.1,0.12359769582295808,2405.88116554101,True,False
437,350.0,451,266004,0.1,0.11458490221901277,2409.9033492080052,True,False
438,560.0,418,266422,0.1,0.12463435838715388,2413.5084664160386,True,False
439,1280.0,1005,267427,0.1,0.13977443771919168,2422.6547028750065,True,False
440,620.0,553,267980,0.1,0.1199796545392961,2427.5286444160156,True,False
441,460.0,492,268472,0.1,0.14381347051480922,2431.841579250002,True,False
442,470.0,447,268919,0.1,0.13641534129845667,2435.442133540986,True,False
443,910.0,531,269450,0.1,0.11516519205966838,2439.755174708029,True,False
444,530.0,456,269906,0.1,0.1336728870509225,2443.6750801249873,True,False
445,1210.0,721,270627,0.1,0.1313218771169583,2450.09913937503,True,False
446,750.0,586,271213,0.1,0.11909827565913703,2455.2191632909817,True,False
447,810.0,619,271832,0.1,0.11967556987318301,2460.7890624160063,True,False
448,1050.0,874,272706,0.1,0.11609268902348133,2468.8343029579846,True,False
449,850.0,762,273468,0.1,0.12416333798806704,2475.6158732500044,True,False
450,560.0,528,273996,0.1,0.10757202580288956,2480.374469665985,True,False
451,850.0,954,274950,0.1,0.11319342221939514,2490.317734958022,True,False
452,650.0,566,275516,0.1,0.10558868169417264,2495.0403536250233,True,False
453,660.0,512,276028,0.1,0.11788718671596143,2499.6411279999884,True,False
454,470.0,525,276553,0.1,0.1012110048265175,2503.860911458032,True,False
455,1160.0,756,277309,0.1,0.1169995701324845,2510.149251833034,True,False
456,1140.0,932,278241,0.1,0.1386396948072276,2517.782029041031,True,False
457,1500.0,712,278953,0.1,0.09847365349028887,2523.7427537080366,True,False
458,1100.0,705,279658,0.1,0.1251521754628894,2529.306992791011,True,False
459,510.0,516,280174,0.1,0.10734626295608143,2533.6066295410274,True,False
460,710.0,673,280847,0.1,0.124856723472476,2538.8482848749845,True,False
461,1260.0,632,281479,0.1,0.0928038768941843,2543.9102601659833,True,False
462,820.0,766,282245,0.1,0.11956545188149903,2550.3518502500374,True,False
463,310.0,322,282567,0.1,0.12223587543703615,2552.9717695,True,False
464,950.0,580,283147,0.1,0.11381731774529506,2557.5721730000223,True,False
465,890.0,661,283808,0.1,0.11463278544371028,2563.02163004101,True,False
466,450.0,357,284165,0.1,0.12248666737270489,2565.9395207909984,True,False
467,540.0,525,284690,0.1,0.11912032484098245,2570.155651665991,True,False
468,280.0,343,285033,0.1,0.12098521639614604,2572.982873208006,True,False
469,210.0,456,285489,0.1,0.11859909994037528,2576.58210983302,True,False
470,770.0,724,286213,0.1,0.11259933924353913,2582.5875218330184,True,False
471,850.0,562,286775,0.1,0.09206051807850599,2587.0438457910204,True,False
472,650.0,586,287361,0.1,0.09653659923901768,2592.43322091602,True,False
473,450.0,443,287804,0.1,0.12866480804577068,2596.2190134580014,True,False
474,810.0,630,288434,0.1,0.14295917634324284,2601.33073854103,True,False
475,490.0,537,288971,0.1,0.10925627113389436,2605.8175189160393,True,False
476,470.0,528,289499,0.1,0.10056668648383382,2611.619254374993,True,False
477,360.0,360,289859,0.1,0.11042402181774377,2614.6286023749853,True,False
478,1250.0,858,290717,0.1,0.12200192107364188,2621.487367624999,True,False
479,1330.0,645,291362,0.1,0.11967718760882105,2626.524196457991,True,False
480,450.0,445,291807,0.1,0.12425108666758279,2630.0449088329915,True,False
481,770.0,616,292423,0.1,0.11512424051761627,2635.288297916006,True,False
482,1190.0,708,293131,0.1,0.10826760508372622,2641.2853367500356,True,False
483,770.0,597,293728,0.1,0.12901739053428174,2646.288502249983,True,False
484,1130.0,926,294654,0.1,0.12908286269092972,2654.371300958039,True,False
485,2170.0,599,295253,0.1,0.12658835604786872,2659.1024743749877,True,False
486,1090.0,611,295864,0.1,0.10706179881212759,2664.1891424159985,True,False
487,790.0,685,296549,0.1,0.1266654044803646,2669.947098250035,True,False
488,560.0,437,296986,0.1,0.12752491922690234,2673.5942319160094,True,False
489,890.0,729,297715,0.1,0.12590389975070299,2679.683973041014,True,False
490,510.0,484,298199,0.1,0.1300073156271838,2683.451529166021,True,False
491,680.0,557,298756,0.1,0.12729794436267444,2688.058068583021,True,False
492,640.0,593,299349,0.1,0.12266439312716594,2692.7080526250065,True,False
493,1430.0,617,299966,0.1,0.11850630327478631,2697.628103041032,True,False
494,1070.0,828,300794,0.1,0.11419561184078887,2704.281405250018,True,False
495,590.0,581,301375,0.1,0.11708751753101061,2709.0042498330004,True,False
496,470.0,408,301783,0.1,0.14407302630955682,2712.5204106660094,True,False
497,500.0,457,302240,0.1,0.10036031006147032,2716.6538162080105,True,False
498,840.0,660,302900,0.1,0.12228406956701568,2722.4477892910363,True,False
499,270.0,464,303364,0.1,0.12926100764487838,2726.1790680830018,True,False
500,790.0,690,304054,0.1,0.12551398134552116,2732.2052962080343,True,False
501,190.0,306,304360,0.1,0.1357297958540065,2737.1438975409837,True,False
502,530.0,457,304817,0.1,0.10400636505596993,2740.8566238750354,True,False
503,550.0,561,305378,0.1,0.1312413951382041,2745.3196193330223,True,False
504,500.0,531,305909,0.1,0.11992778820931015,2749.749123250018,True,False
505,570.0,579,306488,0.1,0.13204293884336948,2754.3234576660325,True,False
506,1080.0,771,307259,0.1,0.12472416683643435,2760.315289249993,True,False
507,520.0,479,307738,0.1,0.1048955617317309,2764.094552125025,True,False
508,550.0,464,308202,0.1,0.13048702060919384,2767.8118235410075,True,False
509,1040.0,635,308837,0.1,0.12063063392942806,2773.052644708019,True,False
510,380.0,511,309348,0.1,0.11718085178290494,2777.610666625027,True,False
511,480.0,494,309842,0.1,0.10396877923086892,2781.7937731660204,True,False
512,1340.0,754,310596,0.1,0.11896913965779637,2788.216506124998,True,False
513,590.0,699,311295,0.1,0.10497748701908123,2794.351134041033,True,False
514,570.0,490,311785,0.1,0.10526709331244957,2798.5786793750012,True,False
515,870.0,558,312343,0.1,0.10560409196739574,2803.7171665829956,True,False
516,510.0,506,312849,0.1,0.1109603321487744,2808.141514374991,True,False
517,790.0,721,313570,0.1,0.11719159845055806,2814.2314091660082,True,False
518,550.0,531,314101,0.1,0.11253114002651739,2818.897987625038,True,False
519,670.0,624,314725,0.1,0.12400771101984458,2823.9295660830103,True,False
520,390.0,450,315175,0.1,0.14288185676559806,2827.512727208028,True,False
521,1100.0,848,316023,0.1,0.11640536834766983,2834.4699244580115,True,False
522,1090.0,837,316860,0.1,0.13674541022628545,2841.425359249988,True,False
523,500.0,474,317334,0.1,0.13832248469530525,2845.1957504160237,True,False
524,1510.0,739,318073,0.1,0.12231727813345356,2851.0418220410356,True,False
525,1370.0,696,318769,0.1,0.12408900077872236,2856.5065147079877,True,False
526,670.0,590,319359,0.1,0.10993778940011449,2862.9636317910044,True,False
527,470.0,382,319741,0.1,0.12201228900812566,2866.0216005410184,True,False
528,1100.0,1062,320803,0.1,0.10797451556010067,2874.4344699159847,True,False
529,730.0,460,321263,0.1,0.10485653890215832,2878.1344136249973,True,False
530,940.0,790,322053,0.1,0.1074588754957523,2884.7240337500116,True,False
531,580.0,514,322567,0.1,0.1126143284200225,2889.103669208009,True,False
532,1100.0,783,323350,0.1,0.10309068420046598,2895.377787500038,True,False
533,1610.0,775,324125,0.1,0.11431715673930251,2901.4275081250235,True,False
534,2250.0,809,324934,0.1,0.11343441491411758,2907.931060291012,True,False
535,1630.0,960,325894,0.1,0.11267369819494585,2916.6750023750355,True,False
536,830.0,761,326655,0.1,0.12192732568242048,2922.9151499160216,True,False
537,940.0,608,327263,0.1,0.10408234310728547,2927.7966342080035,True,False
538,1360.0,989,328252,0.1,0.11361190077338007,2935.706119499984,True,False
539,980.0,598,328850,0.1,0.11608868629840396,2940.5499277500203,True,False
540,360.0,348,329198,0.1,0.10610700060410061,2943.541107833036,True,False
541,740.0,623,329821,0.1,0.10156258230264752,2948.5913065830246,True,False
542,740.0,611,330432,0.1,0.11353744609050112,2953.549974207999,True,False
543,630.0,461,330893,0.1,0.12306120835406625,2957.162235125026,True,False
544,410.0,439,331332,0.1,0.11731327176094056,2960.579436915985,True,False
545,820.0,667,331999,0.1,0.10405504600290792,2965.757847415982,True,False
546,900.0,631,332630,0.1,0.12148496233917112,2970.822551625024,True,False
547,420.0,377,333007,0.1,0.14399685342102608,2973.7842470830074,True,False
548,1160.0,790,333797,0.1,0.09692778964197696,2980.015263999987,True,False
549,440.0,429,334226,0.1,0.13339629870291067,2983.406354791019,True,False
550,640.0,508,334734,0.1,0.12651872472089576,2987.386588583002,True,False
551,830.0,623,335357,0.1,0.12439887628007011,2994.930809332989,True,False
552,640.0,592,335949,0.1,0.11319348027275221,2999.6520207499852,True,False
553,580.0,526,336475,0.1,0.09825460510399506,3003.8735577079933,True,False
554,1520.0,640,337115,0.1,0.12860636493423955,3009.1799201660324,True,False
555,1000.0,1024,338139,0.1,0.12141847390739713,3017.1340305830236,True,False
556,490.0,521,338660,0.1,0.12646236731350877,3021.439637125004,True,False
557,360.0,426,339086,0.1,0.12888520281269866,3025.1790518329944,True,False
558,860.0,805,339891,0.1,0.11952865754824075,3032.496951707988,True,False
559,530.0,497,340388,0.1,0.13157002629339695,3036.905431166,True,False
560,910.0,526,340914,0.1,0.13656471119411573,3041.6710476250155,True,False
561,610.0,586,341500,0.1,0.1481148633903184,3046.688103583001,True,False
562,470.0,464,341964,0.1,0.14439513730206366,3050.8014473330113,True,False
563,710.0,621,342585,0.1,0.12280240764300669,3056.326345040987,True,False
564,470.0,391,342976,0.1,0.13427007122307408,3059.643356250017,True,False
565,440.0,459,343435,0.1,0.13046498374457946,3063.751504958025,True,False
566,570.0,552,343987,0.1,0.13339696303549883,3068.9354057500022,True,False
567,1500.0,670,344657,0.1,0.12503120599181525,3074.981294041034,True,False
568,170.0,359,345016,0.1,0.13285655863583087,3078.0931847080356,True,False
569,540.0,454,345470,0.1,0.1335360827171697,3082.1496609160095,True,False
570,1070.0,781,346251,0.1,0.14653543547177927,3089.234244416002,True,False
571,1150.0,824,347075,0.1,0.12217218679312652,3096.74286150001,True,False
572,530.0,612,347687,0.1,0.13586146797181345,3102.0514491660288,True,False
573,370.0,364,348051,0.1,0.11205834475765517,3105.2868446250213,True,False
574,390.0,422,348473,0.1,0.1277182335209734,3108.954198833031,True,False
575,660.0,604,349077,0.1,0.1220002325979487,3114.409339790989,True,False
576,630.0,590,349667,0.1,0.1264349573805016,3121.9786572500016,True,False
577,330.0,358,350025,0.1,0.12519171480089425,3125.066455458,True,False
578,330.0,368,350393,0.1,0.12931602318649707,3128.3003860830213,True,False
579,780.0,501,350894,0.1,0.15035743698477744,3132.7860937080113,True,False
580,670.0,566,351460,0.1,0.14229237305289003,3137.8170942080324,True,False
581,470.0,515,351975,0.1,0.11640630038891686,3142.1585971250315,True,False
582,480.0,467,352442,0.1,0.1374770477732532,3145.9546943330206,True,False
583,1620.0,1043,353485,0.1,0.13553033550037963,3155.306459082989,True,False
584,490.0,463,353948,0.1,0.14202185286658592,3159.289012791007,True,False
585,530.0,546,354494,0.1,0.12509794852367656,3163.940972500015,True,False
586,570.0,616,355110,0.1,0.11046147839976596,3169.129568500037,True,False
587,650.0,619,355729,0.1,0.13660000532625183,3174.095749583037,True,False
588,510.0,776,356505,0.1,0.12543201950599545,3180.6026792080374,True,False
589,370.0,432,356937,0.1,0.1399401941129731,3184.1085501250345,True,False
590,290.0,369,357306,0.1,0.12129117289315099,3187.0670364160324,True,False
591,1050.0,599,357905,0.1,0.11606879695008199,3191.863408291014,True,False
592,810.0,794,358699,0.1,0.13579941260618994,3198.266126958013,True,False
593,810.0,617,359316,0.1,0.12221521200431931,3203.123197916022,True,False
594,1010.0,578,359894,0.1,0.10601275654820104,3207.8181782499887,True,False
595,390.0,418,360312,0.1,0.1319863049047334,3211.161797458015,True,False
596,440.0,387,360699,0.1,0.1351282109778064,3214.3215859580087,True,False
597,1420.0,1181,361880,0.1,0.11138622232435925,3223.546618791006,True,False
598,1070.0,1062,362942,0.1,0.14053039999221856,3232.633222665987,True,False
599,3390.0,982,363924,0.1,0.13816170528440214,3241.0830219159834,True,False
600,290.0,332,364256,0.1,0.12303322432450502,3243.7760406250018,True,False
601,600.0,565,364821,0.1,0.12522423440418767,3250.071329041035,True,False
602,310.0,415,365236,0.1,0.12345535318868664,3253.3712787079858,True,False
603,1250.0,733,365969,0.1,0.1408918639085169,3259.414273458009,True,False
604,550.0,413,366382,0.1,0.13901325246518098,3262.8526456659893,True,False
605,1420.0,1067,367449,0.1,0.12559017004647505,3271.3971864579944,True,False
606,1390.0,710,368159,0.1,0.10968487492978236,3276.9922469580197,True,False
607,1430.0,570,368729,0.1,0.14676168085551344,3281.8560255829943,True,False
608,2190.0,1154,369883,0.1,0.13329431280726567,3290.874431541015,True,False
609,1250.0,663,370546,0.1,0.12535235412553491,3296.2998708750238,True,False
610,1010.0,674,371220,0.1,0.13125910747730168,3301.550899624999,True,False
611,1430.0,890,372110,0.1,0.1318443839245283,3308.9461476249853,True,False
612,550.0,480,372590,0.1,0.12159539279527962,3313.0976385410177,True,False
613,1010.0,602,373192,0.1,0.12133413258421895,3318.0925348750316,True,False
614,830.0,767,373959,0.1,0.1276905641681393,3324.2409771659877,True,False
615,390.0,414,374373,0.1,0.13625762187159404,3327.720909708005,True,False
616,820.0,612,374985,0.1,0.1105860752704876,3332.7803713750327,True,False
617,1240.0,707,375692,0.1,0.10724060204785085,3338.2850308750058,True,False
618,500.0,458,376150,0.1,0.11113318866282179,3341.980559041025,True,False
619,550.0,511,376661,0.1,0.10748392656387296,3345.9853637909982,True,False
620,360.0,401,377062,0.1,0.13070287182927132,3349.245673208032,True,False
621,1490.0,733,377795,0.1,0.1361861076368823,3354.987804458011,True,False
622,1080.0,641,378436,0.1,0.13913855442534323,3360.208122791024,True,False
623,730.0,676,379112,0.1,0.12465501229482642,3366.013869083021,True,False
624,1260.0,812,379924,0.1,0.12381073204901417,3373.5817152080126,True,False
625,870.0,607,380531,0.1,0.12233338670324016,3379.0835932500195,True,False
626,400.0,435,380966,0.1,0.12554380000321144,3384.3150923330104,True,False
627,1200.0,797,381763,0.1,0.12745968282372508,3390.449708,True,False
628,780.0,580,382343,0.1,0.12576816841189203,3395.103348375007,True,False
629,1140.0,681,383024,0.1,0.1171996380414879,3400.933958041016,True,False
630,1050.0,714,383738,0.1,0.12014086996571402,3407.3642762909876,True,False
631,1520.0,592,384330,0.1,0.13157679476599032,3412.6231449579936,True,False
632,730.0,519,384849,0.1,0.14415171544712324,3417.294594875013,True,False
633,510.0,473,385322,0.1,0.12015377550180685,3421.556774125027,True,False
634,1440.0,758,386080,0.1,0.10396021733942785,3428.4659754580352,True,False
635,970.0,628,386708,0.1,0.1167136372844125,3434.0286386249936,True,False
636,460.0,418,387126,0.1,0.14812093059747264,3437.7154269160237,True,False
637,480.0,459,387585,0.1,0.13093021058517954,3442.0139111659955,True,False
638,1100.0,628,388213,0.1,0.12963962596455578,3447.71972004103,True,False
639,1180.0,881,389094,0.1,0.11040788783099163,3455.620364625007,True,False
640,450.0,434,389528,0.1,0.13190942936055705,3459.5746753329877,True,False
641,1450.0,746,390274,0.1,0.11679991184463424,3465.8188651659875,True,False
642,1470.0,1145,391419,0.1,0.10963266460107757,3476.2034079160076,True,False
643,880.0,576,391995,0.1,0.13612152540331912,3481.4364921660163,True,False
644,2580.0,820,392815,0.1,0.1149394080042839,3488.603228541033,True,False
645,590.0,515,393330,0.1,0.1374310420234074,3493.1042755829985,True,False
646,760.0,623,393953,0.1,0.11815220400547752,3498.4267176249996,True,False
647,1650.0,898,394851,0.1,0.11031142569014005,3507.0861687079887,True,False
648,420.0,398,395249,0.1,0.12073354279622435,3510.909334708005,True,False
649,470.0,485,395734,0.1,0.11988250226213419,3515.601487833017,True,False
650,330.0,343,396077,0.1,0.14490549716838572,3518.794369500014,True,False
651,440.0,518,396595,0.1,0.126344965554254,3524.710568499984,True,False
652,330.0,430,397025,0.1,0.11365031685542178,3528.324991750007,True,False
653,630.0,630,397655,0.1,0.11457648494868142,3533.7606230410165,True,False
654,460.0,382,398037,0.1,0.12124535117375974,3537.27834291599,True,False
655,980.0,686,398723,0.1,0.13272765187317864,3542.6171000830363,True,False
656,690.0,566,399289,0.1,0.11890440667703958,3547.5274157500244,True,False
657,900.0,727,400016,0.1,0.10626228810748556,3553.3854342080303,True,False
658,420.0,450,400466,0.1,0.12208709463344089,3556.98144379101,True,False
659,800.0,733,401199,0.1,0.132679336292089,3563.3599239159958,True,False
660,1420.0,648,401847,0.1,0.13468332648461248,3569.067465958011,True,False
661,280.0,323,402170,0.1,0.11069630137012329,3571.9300518329837,True,False
662,430.0,538,402708,0.1,0.10935674436666347,3576.5365216659848,True,False
663,650.0,746,403454,0.1,0.12353911943813806,3582.945632625022,True,False
664,1190.0,845,404299,0.1,0.11458574996387225,3590.234986541036,True,False
665,650.0,579,404878,0.1,0.13976639683904318,3594.9358667909983,True,False
666,930.0,639,405517,0.1,0.1330259174108505,3600.139993040997,True,False
667,870.0,736,406253,0.1,0.1269861584144604,3606.3339248750126,True,False
668,720.0,537,406790,0.1,0.13325804484479908,3611.1965429580305,True,False
669,1190.0,1010,407800,0.1,0.12671122655066341,3619.850738874986,True,False
670,1000.0,652,408452,0.1,0.1496483972353255,3625.4211821660283,True,False
671,540.0,459,408911,0.1,0.12472571102542836,3629.177931540995,True,False
672,490.0,472,409383,0.1,0.14485163437360424,3633.047360291006,True,False
673,840.0,709,410092,0.1,0.16557959053832827,3638.8794167080196,True,False
674,340.0,350,410442,0.1,0.1863507786658646,3641.6046389580006,True,False
675,900.0,681,411123,0.1,0.12139050449956866,3647.349146583001,True,False
676,830.0,756,411879,0.1,0.13039907056187827,3655.873581874999,True,False
677,790.0,551,412430,0.1,0.11905962015515652,3660.811133750016,True,False
678,1540.0,674,413104,0.1,0.1399563181506106,3666.8538110830123,True,False
679,1110.0,996,414100,0.1,0.13023487171794038,3675.374549333006,True,False
680,860.0,1035,415135,0.1,0.11089548252725093,3684.6865274580196,True,False
681,490.0,560,415695,0.1,0.13591170691485915,3689.802172750002,True,False
682,590.0,602,416297,0.1,0.10445517750567948,3695.5466589580174,True,False
683,1300.0,752,417049,0.1,0.12884039553674928,3702.368574458,True,False
684,730.0,450,417499,0.1,0.11586876200245959,3706.31682329101,True,False
685,2080.0,953,418452,0.1,0.10916455514012022,3715.0983504580217,True,False
686,540.0,460,418912,0.1,0.14749580501862194,3719.6162929580314,True,False
687,710.0,614,419526,0.1,0.11737032647372461,3725.520956624998,True,False
688,850.0,828,420354,0.1,0.12150983035492437,3733.6362839579815,True,False
689,540.0,523,420877,0.1,0.11285598013009734,3738.6143934160355,True,False
690,1080.0,753,421630,0.1,0.10573972358388152,3745.5613192080054,True,False
691,550.0,460,422090,0.1,0.12806249157242153,3749.6354162500356,True,False
692,970.0,926,423016,0.1,0.13237242322768375,3758.1724239999894,True,False
693,500.0,460,423476,0.1,0.142303517282657,3762.515066082997,True,False
694,1510.0,1121,424597,0.1,0.13068386943611715,3772.2683604159974,True,False
695,670.0,479,425076,0.1,0.1331993474935492,3776.5301867499948,True,False
696,2100.0,554,425630,0.1,0.10517262394769468,3782.0304737500264,True,False
697,1410.0,642,426272,0.1,0.11770694660057562,3787.8700219159946,True,False
698,920.0,662,426934,0.1,0.1369323211976073,3793.5985697910073,True,False
699,780.0,519,427453,0.1,0.13533383185187212,3798.3813934579957,True,False
700,960.0,627,428080,0.1,0.11657755371111973,3804.5835445830016,True,False
701,880.0,690,428770,0.1,0.12522296822998066,3813.128677208035,True,False
702,1040.0,690,429460,0.1,0.11757901839567403,3819.4778878330253,True,False
703,660.0,522,429982,0.1,0.1194314199141585,3823.9275769160013,True,False
704,420.0,428,430410,0.1,0.10396908134848715,3827.5319175000186,True,False
705,1330.0,750,431160,0.1,0.11148492376656925,3833.9647819999955,True,False
706,590.0,488,431648,0.1,0.10864091794327145,3838.002777124988,True,False
707,740.0,586,432234,0.1,0.1029365963927687,3842.8970487909974,True,False
708,1280.0,631,432865,0.1,0.11200792544014469,3848.5031198330107,True,False
709,360.0,447,433312,0.1,0.13788780287307287,3852.5004475000314,True,False
710,480.0,534,433846,0.1,0.10703404046090922,3856.894302291039,True,False
711,1070.0,637,434483,0.1,0.14021758921444416,3862.566391750006,True,False
712,1560.0,933,435416,0.1,0.10751058708112209,3870.8431984999916,True,False
713,860.0,698,436114,0.1,0.12389326372836855,3876.8852327910136,True,False
714,890.0,578,436692,0.1,0.11809061025751048,3881.9229928749846,True,False
715,590.0,569,437261,0.1,0.12152793793611123,3885.9668176249834,True,False
716,680.0,524,437785,0.1,0.11891214289339899,3890.4779235000024,True,False
717,930.0,630,438415,0.1,0.12425253546209472,3895.897419999994,True,False
718,930.0,676,439091,0.1,0.13882072780215177,3901.86562674999,True,False
719,880.0,622,439713,0.1,0.11514318883657837,3907.2351276249974,True,False
720,430.0,451,440164,0.1,0.13391615552580463,3910.9563585830037,True,False
721,710.0,809,440973,0.1,0.11635076685227674,3917.8172078329953,True,False
722,390.0,358,441331,0.1,0.118726300138436,3920.7273876250256,True,False
723,840.0,705,442036,0.1,0.1264133945759912,3926.5533877910348,True,False
724,440.0,551,442587,0.1,0.14459113639364712,3931.386871916009,True,False
725,1010.0,691,443278,0.1,0.15325532927893834,3937.0439519580104,True,False
726,820.0,627,443905,0.1,0.13637639086242695,3944.1359090409824,True,False
727,1530.0,725,444630,0.1,0.1182450714999635,3950.9883241250063,True,False
728,960.0,716,445346,0.1,0.11165877026843958,3957.5625452499953,True,False
729,500.0,488,445834,0.1,0.11204279232464853,3962.12243162503,True,False
730,1220.0,1000,446834,0.1,0.11719959222525358,3971.065653124999,True,False
731,290.0,402,447236,0.1,0.09216073509490136,3974.7390340410057,True,False
732,840.0,680,447916,0.1,0.12415295668384609,3981.1853572910186,True,False
733,550.0,495,448411,0.1,0.1285963004712409,3985.787628791004,True,False
734,600.0,654,449065,0.1,0.13916313028099334,3991.931781583,True,False
735,4400.0,863,449928,0.1,0.12083854004568248,3999.6239066250273,True,False
736,760.0,621,450549,0.1,0.1323666719659682,4005.5015085000196,True,False
737,660.0,538,451087,0.1,0.1372515522638586,4010.2884196250234,True,False
738,1180.0,804,451891,0.1,0.11916760882520261,4017.639343666029,True,False
739,1000.0,682,452573,0.1,0.13736854807326668,4023.9096182910143,True,False
740,1030.0,665,453238,0.1,0.12565062743757505,4030.2241718749865,True,False
741,640.0,561,453799,0.1,0.11814410458984119,4035.4095131250215,True,False
742,690.0,653,454452,0.1,0.09985551224430887,4040.652627333009,True,False
743,750.0,601,455053,0.1,0.12466089569032192,4045.589255666011,True,False
744,970.0,643,455696,0.1,0.1475834287471653,4051.0157597500365,True,False
745,950.0,863,456559,0.1,0.13860002041382846,4059.1774080829928,True,False
746,880.0,595,457154,0.1,0.10708912799522381,4064.443349457986,True,False
747,350.0,439,457593,0.1,0.12880196915092793,4068.3067734580254,True,False
748,580.0,459,458052,0.1,0.11394193211327429,4072.087462250027,True,False
749,490.0,502,458554,0.1,0.13525121039152146,4076.0742610000307,True,False
750,1900.0,868,459422,0.1,0.12619393408161156,4083.296956749982,True,False
751,440.0,401,459823,0.1,0.10714865274727345,4087.878264708037,True,False
752,620.0,582,460405,0.1,0.1489365214788138,4092.5189539160347,True,False
753,370.0,420,460825,0.1,0.12181074718634287,4095.937760083005,True,False
754,920.0,856,461681,0.1,0.1242381754618521,4102.848165832984,True,False
